Gene Name	Concentration in g/L
KRTAP13-1	0.000001400000000
DDAH2	0.000001500000000
FCN3	0.018500000000000
KRTAP13-2	0.000001000000000
WARS1	0.000049000000000
KRTAP13-4	0.000000060000000
TUBB	0.000170000000000
LSM14A	0.000000018000000
PI3	0.000001400000000
KITLG	0.000000260000000
MCEE	0.000000029000000
KYAT1	0.000000022000000
AVP	0.000000019000000
EPHA1	0.000032000000000
EPHA2	0.000000012000000
PIP	0.000066000000000
HADH	0.000001000000000
DMGDH	0.000000680000000
EPHA4	0.000009300000000
EPHA5	0.000000033000000
PIR	0.000000035000000
EPHA7	0.000000660000000
TARDBP	0.000000029000000
CAPRIN1	0.000000043000000
HABP2	0.012200000000000
NIF3L1	0.000009800000000
REG4	0.000000460000000
AIFM1	0.000000230000000
LMNA	0.000005700000000
KIAA0319L	0.000001100000000
FKBP10	0.000000110000000
FKBP11	0.000000170000000
TFPI	0.000072500000000
GKN1	0.000018000000000
FKBP15	0.000000009800000
CBX1	0.000000120000000
CELA2A	0.000002700000000
CBX3	0.000000180000000
CBX5	0.000000022000000
FKBP1A	0.000012000000000
IGLV6-57	0.001900000000000
CARS1	0.000000200000000
TNFRSF10C	0.000015000000000
OSBP	0.000000070000000
CAB39	0.000000100000000
EPHB2	0.000000380000000
EPHB3	0.000000100000000
EPHB4	0.000001400000000
NCBP1	0.000000025000000
METTL7A	0.000000018000000
SEC14L2	0.000000580000000
LMO7	0.000000008200000
SEC14L4	0.000000082000000
FST	0.000001800000000
IDH1	0.000016000000000
IDH2	0.000005200000000
XPNPEP1	0.000000810000000
XPNPEP2	0.000013000000000
ARPC1A	0.000000760000000
ARPC1B	0.000013000000000
HDHD2	0.000000240000000
HEPHL1	0.000260000000000
CAPNS1	0.000009000000000
BIN1	0.000000430000000
BIN2	0.000019000000000
CLPP	0.000000008500000
SCOC	0.000000022000000
ABCD3	0.000000012000000
FHL1	0.000012000000000
FHL2	0.000000014000000
TNFRSF11A	0.000000110000000
CLPS	0.000001600000000
AXL	0.000042000000000
CLPX	0.000000065000000
TPI1	0.000170000000000
PTPRN2	0.000001600000000
VPREB1	0.000000062000000
ACTBL2	0.000830000000000
PKM	0.000310000000000
COPZ1	0.000000070000000
ABHD14A	0.000000420000000
TFR2	0.000000410000000
ABHD14B	0.000002100000000
NANS	0.000000410000000
FTL	0.000170000000000
FTO	0.000000540000000
OTUB1	0.000000500000000
IDI1	0.000000028000000
MPST	0.000002900000000
TFRC	0.000669000000000
SLC9A3R1	0.000000940000000
IGLV2-8	0.001500000000000
HNRNPH1	0.000002800000000
HNRNPH2	0.000000640000000
HNRNPH3	0.000000650000000
SCP2	0.000000640000000
ANGPT1	0.000016055000000
CHMP5	0.000000022000000
ANGPT2	0.000001955000000
CHMP6	0.000000017000000
ALDH8A1	0.000000110000000
PDGFA	0.000000580000000
PDGFB	0.000002675000000
PDGFC	0.000000037000000
PDGFD	0.000000095000000
ACSS2	0.000000016000000
NDUFA4	0.000000050000000
ABCE1	0.000000380000000
NDUFA5	0.000000081000000
NSUN2	0.000000110000000
NDUFA8	0.000000025000000
TNFRSF12A	0.000000370000000
TSTD1	0.000000057000000
PITHD1	0.000000640000000
OBSCN	0.000004500000000
PLG	0.092500000000000
PROCR	0.000980000000000
HAGH	0.000002800000000
PRELP	0.000000450000000
APCS	0.033500000000000
CA1	0.004600000000000
CA2	0.000570000000000
CA3	0.000053000000000
TOR1A	0.000000020000000
CA4	0.000000190000000
FUS	0.000000480000000
TOR1B	0.000000140000000
MCTS1	0.000000160000000
PLP2	0.000000250000000
CA6	0.000024000000000
RNASET2	0.000015000000000
DNAJA1	0.000000160000000
DNAJA2	0.000000067000000
TSC22D2	0.000000100000000
DNAJA3	0.000000016000000
TSC22D4	0.000000160000000
CAD	0.000000260000000
IGHV2-26	0.000190000000000
GFUS	0.000000850000000
CMTM5	0.000000540000000
TUFM	0.000000610000000
XYLT1	0.000000150000000
XYLT2	0.000001100000000
ABCF1	0.000000490000000
ABCF2	0.000000051000000
CAT	0.000760000000000
GSDMA	0.000000044000000
GSDMD	0.000000011000000
HS6ST1	0.000000072000000
NPTX1	0.000001100000000
HS6ST3	0.000000024000000
TPK1	0.000000210000000
NPTX2	0.000001430000000
NPC2	0.000053000000000
NAPA	0.000002200000000
RCSD1	0.000000200000000
IFNAR1	0.000000170000000
IFNAR2	0.000001500000000
HEATR1	0.000000470000000
NAPG	0.000000008800000
ABHD16A	0.000000037000000
ERP29	0.000000900000000
LMAN1	0.000018000000000
LMAN2	0.000088000000000
SEZ6L2	0.000005600000000
NPTXR	0.000000420000000
PTPN6	0.000006000000000
DNAJB1	0.000000023000000
DNAJB2	0.000000009900000
RTRAF	0.000000048000000
DNAJB4	0.000000009500000
WBP2	0.000000440000000
CBL	0.000000067000000
DLAT	0.000000044000000
PDCD10	0.000000190000000
SPECC1	0.000000009800000
PNP	0.000058000000000
VDAC1	0.000001300000000
APEH	0.000002300000000
VDAC2	0.000000490000000
UFC1	0.000000062000000
VDAC3	0.000001200000000
IGHV3-64D	0.002500000000000
BAAT	0.000000520000000
MEMO1	0.000000009100000
LRRC4	0.000002100000000
TOR3A	0.000000024000000
RNPS1	0.000000013000000
BCAT1	0.000000097000000
BCAT2	0.000000025000000
SNRPA1	0.000000048000000
DNAJC3	0.000004900000000
MGST1	0.000000019000000
USO1	0.000000170000000
DNAJC7	0.000000022000000
MGST3	0.000000027000000
HP1BP3	0.000000030000000
DNAJC9	0.000000039000000
CLTC	0.000014000000000
ARPC5L	0.000000097000000
CCK	0.000044000000000
RELN	0.000030000000000
CCS	0.000000190000000
IGF1R	0.000000046000000
SARAF	0.000000041000000
DDX39A	0.000000200000000
ZFR	0.000000008100000
DDX39B	0.000000270000000
TPM1	0.000120000000000
NUDT1	0.000000021000000
VARS1	0.000000110000000
TPM2	0.000140000000000
NUDT2	0.000000065000000
TPM3	0.000170000000000
PLXDC1	0.000017000000000
NUDT3	0.000000087000000
TPM4	0.000370000000000
PLXDC2	0.000720000000000
NUDT5	0.000001500000000
TCAP	0.000000036000000
NUDT9	0.000000009900000
POR	0.000000012000000
AASS	0.000000019000000
UBAP2L	0.000000067000000
ERP44	0.000005300000000
GUK1	0.000000240000000
TOR4A	0.000000260000000
PLS1	0.000056000000000
CD6	0.000002730000000
PLS3	0.000120000000000
TPMT	0.000000039000000
CD9	0.000001200000000
TMOD1	0.000000009400000
TMOD3	0.000001200000000
CDA	0.000003700000000
MTSS1	0.000000140000000
C1orf198	0.000000080000000
USP5	0.000001200000000
LRP1	0.000180000000000
LRP2	0.000000074000000
USP7	0.000000016000000
LRP5	0.000001500000000
LRP6	0.000000390000000
CLUH	0.000000005500000
LRP8	0.000002000000000
IGF2R	0.000190000000000
PIK3IP1	0.000006800000000
CA12	0.000000052000000
CA13	0.000000027000000
PCDH1	0.000002500000000
TOM1L2	0.000000073000000
PCDH7	0.000000340000000
PCDH9	0.000002900000000
TWSG1	0.000003500000000
PPL	0.000000080000000
SRGN	0.000100000000000
EIF2B1	0.000000016000000
EIF2B2	0.000000012000000
NASP	0.000000170000000
PODXL	0.000033000000000
PPY	0.000000057000000
STMN1	0.000000320000000
FYN	0.000000820000000
SHPK	0.000000350000000
NT5DC1	0.000000140000000
GTPBP1	0.000000064000000
MCM2	0.000000120000000
MCM3	0.000000150000000
MCM4	0.000000140000000
MCM5	0.000000044000000
MCM6	0.000000033000000
MCM7	0.000000150000000
CEL	0.000000110000000
PLTP	0.004955000000000
TNFSF13B	0.000000590000000
DNASE1L1	0.000000096000000
RACK1	0.000000630000000
C1QTNF12	0.000038000000000
TRIM16	0.000000019000000
GAPVD1	0.000000046000000
LECT2	0.000016150000000
HAL	0.000000280000000
ABRACL	0.000009200000000
PRRC2A	0.000000005600000
INF2	0.000003000000000
IL12B	0.000000140000000
TBCEL	0.000000022000000
LAIR1	0.000000350000000
TNFSF10	0.000000042500000
TNFSF11	0.000000017000000
TNFSF12	0.000000490000000
PPP1CA	0.000003600000000
TNFSF13	0.000003417500000
KIRREL1	0.000000890000000
PPP1CB	0.000003800000000
TNFSF14	0.000000041000000
PPP1CC	0.000002800000000
TNFSF15	0.000001100000000
SYTL4	0.000003300000000
SNRPD1	0.000000480000000
SNRPD2	0.000000076000000
IGHV2-70	0.000170000000000
UBE2H	0.000000021000000
SNRPD3	0.000000290000000
UBE2I	0.000000130000000
CFB	0.060440000000000
UBE2K	0.000000390000000
CFD	0.002565000000000
UBE2M	0.000000049000000
DBN1	0.000002000000000
UBE2N	0.000001800000000
UBE2O	0.000000220000000
CFH	0.250000000000000
PTPRB	0.000014000000000
PCDHGA12	0.000000021000000
CFI	0.012000000000000
PTPRC	0.000024000000000
PTPRD	0.000020000000000
PTPRF	0.000160000000000
PTPRG	0.000520000000000
CFP	0.006200000000000
PTPRJ	0.000670000000000
PTPRK	0.000013000000000
RBM14	0.000000031000000
PTPRM	0.000130000000000
PTPRN	0.000000038000000
PAPLN	0.000076000000000
C16orf89	0.000001400000000
H1-0	0.000000120000000
SARDH	0.000000230000000
PTPRS	0.000150000000000
H1-2	0.000005500000000
API5	0.000000031000000
H1-3	0.000004000000000
H1-4	0.000008300000000
CDC37	0.000000610000000
H1-5	0.000002300000000
TPP1	0.000009500000000
HBB	0.010000000000000
TPP2	0.000000280000000
NCAPD2	0.000000034000000
HBD	0.006600000000000
DBNL	0.000003500000000
ZRANB2	0.000000013000000
TRIM28	0.000000140000000
YWHAB	0.000097000000000
PRL	0.000030600000000
YWHAE	0.000083000000000
HBM	0.000000980000000
YWHAG	0.000066000000000
YWHAH	0.000042000000000
HAMP	0.000005950000000
MEGF10	0.000073000000000
YWHAQ	0.000049000000000
APIP	0.000000052000000
HBZ	0.000080000000000
YWHAZ	0.000320000000000
CDH1	0.000078000000000
CDH2	0.000160000000000
CDH3	0.000000510000000
CDH4	0.000000019000000
RPL23A	0.000000086000000
CDH5	0.001300000000000
HYAL1	0.000000590000000
CDH6	0.000009600000000
FMOD	0.000002600000000
CDH8	0.000000870000000
HNRNPUL1	0.000000026000000
HNRNPUL2	0.000000088000000
MASP1	0.005300000000000
MASP2	0.000580000000000
NUP62	0.000000031000000
ST14	0.000001100000000
NUDC	0.000000140000000
KIAA1549L	0.000000160000000
STT3A	0.000000023000000
HOGA1	0.000000016000000
STT3B	0.000000017000000
RTCA	0.000000038000000
ABLIM1	0.000000006000000
RTCB	0.000000073000000
ABLIM3	0.000000030000000
OIT3	0.000052000000000
CDC42	0.000002700000000
GPS1	0.000000078000000
GRAP2	0.000000290000000
ITIH1	0.029502250000000
ITIH2	0.032000000000000
ITIH3	0.009100000000000
ITIH4	0.029001550000000
LY6D	0.000000210000000
LY6E	0.000000044000000
SCFD1	0.000000120000000
LY6H	0.000000012000000
SUPT16H	0.000000027000000
CRISP1	0.000000035000000
CRISP2	0.000000820000000
CRISP3	0.000420000000000
SAMHD1	0.000000091000000
DIPK2B	0.000000940000000
HPRT1	0.000009400000000
MILR1	0.000000050000000
EFNA1	0.000002800000000
H4C1	0.000025000000000
H4C2	0.000025000000000
H4C3	0.000025000000000
EFNA5	0.000000010000000
H4C4	0.000025000000000
H4C5	0.000025000000000
H4C6	0.000025000000000
GALK1	0.000000057000000
GALK2	0.000000024000000
H4C8	0.000025000000000
H4C9	0.000025000000000
FCER1G	0.000000270000000
LAMTOR1	0.000000160000000
LAMTOR3	0.000000120000000
MRC1	0.000170000000000
MRC2	0.000036000000000
LAMTOR5	0.000000150000000
HAO1	0.000000240000000
BAG3	0.000000460000000
RBM39	0.000000019000000
BAG6	0.000000026000000
LY75	0.000001300000000
TPST2	0.000000088000000
ACAT1	0.000001400000000
PTH	0.000000028000000
ACAT2	0.000014000000000
SMOC1	0.000000140000000
SMOC2	0.000000120000000
IGKV3D-11	0.006700000000000
PTN	0.000000785000000
ELAVL1	0.000000230000000
IGKV3D-15	0.004800000000000
C2orf88	0.000000160000000
CDC5L	0.000000022000000
CDH10	0.000000270000000
CDH11	0.000004800000000
THBD	0.000003400000000
CDH13	0.000240000000000
MINDY1	0.000000220000000
CDH15	0.000000870000000
ADIRF	0.000000760000000
MINDY3	0.000000023000000
CDH16	0.000000130000000
CDH17	0.000007500000000
CDH19	0.000000320000000
SYNCRIP	0.000001300000000
KTN1	0.000000055000000
FAM114A1	0.000000096000000
DMBT1	0.000005200000000
ETF1	0.000000220000000
CIRBP	0.000000240000000
EFNB1	0.000001300000000
EFNB2	0.000000940000000
EFNB3	0.000000011000000
NUP205	0.000000024000000
CIAPIN1	0.000000021000000
FRMD4B	0.000000017000000
PLOD1	0.000003600000000
PLOD2	0.000000021000000
ETFA	0.000000680000000
PLOD3	0.000001600000000
ETFB	0.000000170000000
AHCYL1	0.000000160000000
PDHB	0.000000061000000
AHCYL2	0.000000500000000
STRN4	0.000000032000000
VIL1	0.000000006800000
SMPX	0.000000062000000
LY86	0.000000077000000
DTYMK	0.000000007000000
AARS1	0.000000620000000
OSMR	0.000051000000000
CLIC1	0.000022000000000
NAXD	0.000000390000000
IGKV3D-20	0.011000000000000
CLIC2	0.000000150000000
NAXE	0.000003300000000
CLIC4	0.000005800000000
CLIC5	0.000000400000000
CLIC6	0.000000180000000
COPS7A	0.000000054000000
COPS7B	0.000000044000000
CRELD1	0.000019000000000
CRELD2	0.000000480000000
CDH23	0.000000950000000
FCRL1	0.000000290000000
FABP1	0.000045000000000
FABP2	0.000000061000000
FABP3	0.000002300000000
P4HA1	0.000000060000000
FABP4	0.000022000000000
P4HA2	0.000000013000000
FCRL5	0.000117500000000
FABP5	0.000014000000000
FABP6	0.000000890000000
NUP210	0.000000078000000
CDK1	0.000000051000000
CTHRC1	0.000000420000000
NUP214	0.000000046000000
CHI3L1	0.000102500000000
MYO1C	0.000003800000000
CHI3L2	0.000000420000000
CDK6	0.000000026000000
MYO1E	0.000000013000000
MYO1F	0.000000046000000
NUP93	0.000000038000000
RETNLB	0.000000120000000
RUFY1	0.000000025000000
PAPPA	0.000078000000000
CNBP	0.000000160000000
PLXNA1	0.000010000000000
MACROH2A1	0.000002700000000
DYNC1H1	0.000000490000000
PLXNA2	0.000001400000000
PLXNA3	0.000000094000000
MGAT1	0.000012000000000
MGAT2	0.000005100000000
MGAT3	0.000000170000000
MGAT5	0.000000440000000
ECRG4	0.000000330000000
ACAN	0.000017000000000
LY96	0.000000250000000
TPT1	0.000001500000000
GZMB	0.000000002200000
UPB1	0.000001400000000
BHMT2	0.000001900000000
AKR1B10	0.000067000000000
SNRNP200	0.000000078000000
CD101	0.000000630000000
PVR	0.000720000000000
NPEPL1	0.000000014000000
CD109	0.000180000000000
IL17A	0.000000009900000
IL17B	0.000000075000000
IL17C	0.000000030000000
IL17D	0.000000025000000
IL17F	0.000000030000000
ATP1A1	0.000000420000000
ATP1A2	0.000000170000000
CRYBB1	0.000000089000000
ATP1A3	0.000000220000000
RPL27A	0.000000089000000
CXADR	0.000000018000000
MBP	0.000000054000000
CKB	0.000038000000000
MYCT1	0.000000120000000
CKM	0.000170000000000
RETN	0.000003150000000
PLXNB1	0.000095000000000
DYNC1I2	0.000000082000000
PLXNB2	0.000078000000000
PLXNB3	0.000000390000000
UAP1	0.000000048000000
SERBP1	0.000000810000000
RANBP1	0.000001400000000
UXS1	0.000000024000000
PTPRZ1	0.000003400000000
RANBP2	0.000000160000000
RANBP3	0.000000017000000
NPM1	0.000002000000000
HGD	0.000000700000000
GALNS	0.000002000000000
NCAN	0.000000790000000
HGF	0.000002057000000
LYPLAL1	0.000000008600000
CRIM1	0.000000170000000
GNPNAT1	0.000000072000000
HGS	0.000000045000000
CHMP2A	0.000000230000000
CNTFR	0.000055000000000
IGLV10-54	0.000054000000000
ATP1B1	0.000002100000000
DLK1	0.000002600000000
ATP1B2	0.000000160000000
ATP1B3	0.000000033000000
GUSB	0.000000330000000
CLC	0.000000400000000
MCU	0.000000017000000
IDUA	0.000000170000000
B4GALT1	0.000097000000000
B4GALT2	0.000003100000000
B4GALT3	0.000000130000000
IGSF1	0.000000100000000
PLXNC1	0.000000150000000
IGSF8	0.000000280000000
IGSF9	0.000000140000000
GCLC	0.000005800000000
CLU	0.099500000000000
COL3A1	0.000032000000000
DEFA4	0.000000098000000
GPX1	0.000003100000000
GPX2	0.000000082000000
DEFA5	0.000000110000000
DEFA6	0.000000260000000
GPX3	0.005650000000000
RFESD	0.000000048000000
GCLM	0.000001100000000
GPX4	0.000000150000000
NPDC1	0.000000240000000
SERPINA1	1.120000000000000
THUMPD1	0.000009300000000
SERPINA3	0.397000000000000
SERPINA4	0.014500000000000
MDGA1	0.000001200000000
APOB	0.800000000000000
SERPINA5	0.002100000000000
SERPINA6	0.049000000000000
MERTK	0.000065000000000
APOD	0.094500000000000
SERPINA7	0.032500000000000
APOE	0.040500000000000
CCDC80	0.000000510000000
LASP1	0.000009400000000
XYLB	0.000000012000000
APOF	0.010100000000000
APOH	0.145500000000000
UFM1	0.000000240000000
APOM	0.007800000000000
WFDC2	0.000001600000000
PIGR	0.001300000000000
DLL1	0.000000690000000
ZMPSTE24	0.000000050000000
NPNT	0.000000120000000
MDK	0.000000560000000
C9orf40	0.000000230000000
GUCA2A	0.000018000000000
GOLPH3	0.000000023000000
GUCA2B	0.000000639000000
C11orf54	0.000001300000000
C11orf58	0.000000100000000
HIBCH	0.000000074000000
SMTN	0.000000140000000
PLXND1	0.000120000000000
HAT1	0.000000027000000
SRP9	0.000000022000000
GMDS	0.000000072000000
DEFB1	0.000002500000000
SPRING1	0.000000330000000
RBM8A	0.000000100000000
ENDOD1	0.000005200000000
SERPINB1	0.000024000000000
CORO7	0.000000050000000
SERPINB2	0.000002200000000
SERPINB3	0.000009100000000
ELAC2	0.000000009500000
SERPINB4	0.000010000000000
ECHS1	0.000001200000000
SERPINB5	0.000000770000000
SERPINB6	0.000004800000000
SERPINB7	0.000000160000000
RRBP1	0.000000320000000
ME1	0.000003600000000
ME2	0.000000084000000
SERPINB8	0.000000920000000
SERPINB9	0.000003400000000
YOD1	0.000000110000000
CHMP4A	0.000001400000000
CHMP4B	0.000000053000000
HPGD	0.000000020000000
CACNA2D1	0.000390000000000
PYY	0.000000087000000
CACNA2D2	0.000009700000000
CACNA2D3	0.000000069000000
SRPX	0.000000140000000
KYNU	0.000000590000000
LRRN1	0.000002400000000
RIC8A	0.000000010000000
SMU1	0.000000025000000
LRRN4	0.000000073000000
CCDC9B	0.000000077000000
KLC1	0.000000014000000
POSTN	0.000660000000000
ACE2	0.000000400000000
BST1	0.000190000000000
BST2	0.000000260000000
GCN1	0.000000120000000
TIMM10	0.000000016000000
MET	0.000140000000000
TIMM13	0.000000160000000
MRI1	0.000000880000000
CNP	0.000000046000000
MAPRE1	0.000011000000000
ATRNL1	0.000160000000000
MAPRE2	0.000013000000000
RAP1GAP2	0.000000021000000
CDON	0.000015000000000
PRPSAP1	0.000000024000000
PRPSAP2	0.000000084000000
IGLON5	0.000000015000000
RAN	0.000004000000000
SLC38A10	0.000070000000000
COL12A1	0.000009100000000
UPF1	0.000000019000000
CRIP1	0.000000029000000
SERPINC1	0.120000000000000
CRIP2	0.000000160000000
TARS1	0.000000580000000
PZP	0.015000000000000
NPPA	0.000001200000000
GRAP	0.000001400000000
NPPB	0.000000009700000
NPPC	0.000000006100000
HJV	0.000000069000000
PPIL1	0.000000021000000
CAPZA1	0.000016000000000
SUMF1	0.000002800000000
CAPZA2	0.000004500000000
PPIL3	0.000000120000000
SUMF2	0.000000750000000
HADHA	0.000000470000000
HADHB	0.000000061000000
MFF	0.000000062000000
A4GALT	0.000000022000000
C9orf64	0.000000009400000
GMFB	0.000000240000000
GMFG	0.000000810000000
NPEPPS	0.000003000000000
IGKV2D-26	0.001000000000000
HK1	0.000000560000000
HK2	0.000000100000000
IGKV2D-28	0.003500000000000
HK3	0.000002000000000
IGKV2D-29	0.001500000000000
GRB2	0.000000400000000
IGLV7-43	0.000130000000000
IGLV7-46	0.000270000000000
MT1F	0.000000160000000
MYBBP1A	0.000000047000000
LGALS7B	0.000004000000000
PRTN3	0.000000390000000
PPP1R12A	0.000000270000000
SERPIND1	0.050000000000000
PPP1R12C	0.000000029000000
PSAP	0.000088000000000
VSIR	0.000000320000000
APPL1	0.000000010000000
VNN1	0.000980000000000
APPL2	0.000000045000000
VNN2	0.000000240000000
SRRT	0.000000032000000
VNN3	0.000150000000000
CILP	0.000013000000000
PTRHD1	0.000000100000000
APRT	0.000001600000000
HAVCR1	0.000000160000000
HAVCR2	0.000009900000000
PDCD1LG2	0.000031000000000
MGP	0.000029000000000
NUMB	0.000000012000000
KRT10	0.018000000000000
TCN1	0.000004000000000
PROS1	0.013500000000000
CPD	0.000001700000000
TCN2	0.000019000000000
CPE	0.000000600000000
NCF2	0.000000012000000
ANKS1A	0.000000017000000
KRT13	0.000680000000000
NCF4	0.000000007800000
KRT14	0.001600000000000
KRT15	0.000480000000000
KRT16	0.001700000000000
PSG11	0.000040000000000
KRT17	0.000610000000000
KRT18	0.000140000000000
LEPR	0.000011100000000
KRT19	0.000300000000000
CPM	0.000007100000000
CPQ	0.000051000000000
TAX1BP3	0.000000120000000
ABI3BP	0.000550000000000
SARNP	0.000000150000000
SERPINE1	0.000076500000000
ISLR	0.000130000000000
SERPINE2	0.000000910000000
PDGFRA	0.000000300000000
PDGFRB	0.000039000000000
CD163	0.001250000000000
LMCD1	0.000000006600000
IL17RA	0.000000062000000
MMP1	0.000003877500000
MMP2	0.000910000000000
MMP3	0.000001480000000
MMP7	0.000001417500000
MMP8	0.000000360000000
AHCY	0.000005000000000
MMP9	0.000052000000000
SFTPB	0.000080000000000
ISM1	0.000000017000000
TRA2B	0.000000062000000
KRT20	0.000030000000000
SFTPD	0.000008200000000
ISM2	0.000001100000000
IGKV2D-40	0.001900000000000
KRT23	0.000000590000000
TIMM44	0.000000009100000
KRT24	0.000300000000000
SH3GL1	0.000000390000000
CSDE1	0.000000100000000
HSPA2	0.000063000000000
HSPA4	0.000014000000000
GAPDHS	0.000007500000000
HSPA5	0.000790000000000
ACHE	0.000000990000000
HSPA8	0.000140000000000
HSPA9	0.000003600000000
PSCA	0.000000018000000
ZC3HAV1	0.000000024000000
OPA1	0.000000010000000
PPP1R14A	0.000000880000000
SERPINF1	0.026650000000000
PPP1R14B	0.000000190000000
SERPINF2	0.030500006000000
RDX	0.000038000000000
ROR1	0.000007700000000
CR1	0.000033000000000
CRACD	0.000000059000000
CR2	0.000220000000000
MIA	0.000004182000000
MIF	0.000009500000000
MYO9B	0.000000008400000
RTN1	0.000000150000000
RTN3	0.000000130000000
RTN4	0.000003400000000
IGHV3-11	0.018000000000000
TIMM50	0.000000012000000
TCP1	0.000002300000000
CSF1	0.000011135000000
IGHV3-13	0.033000000000000
CSF2	0.000000024000000
KRT31	0.000440000000000
CSF3	0.000000006200000
KRT32	0.000210000000000
IGHV3-15	0.020000000000000
IGHV3-16	0.003200000000000
CRH	0.000000010000000
KRT34	0.000170000000000
KRT35	0.000220000000000
HSPB1	0.000019000000000
KRT36	0.000180000000000
CRK	0.000000400000000
KRT38	0.000160000000000
KRT39	0.000000210000000
NDUFS1	0.000000048000000
GNPTAB	0.000000160000000
HSPB6	0.000000310000000
NDUFS2	0.000000025000000
CRP	0.004050000000000
HSPB7	0.000000130000000
NDUFS3	0.000000014000000
EPB41L1	0.000000033000000
IRF2BP2	0.000000013000000
EPB41L2	0.000000054000000
ADSS1	0.000000290000000
EPB41L3	0.000000100000000
ADSS2	0.000000690000000
TALDO1	0.000029000000000
TUBB4A	0.000110000000000
REN	0.000000350000000
OXR1	0.000000012000000
RET	0.000002100000000
SCARA5	0.000001400000000
SERPING1	0.028000000000000
ERAP1	0.000030000000000
A1BG	0.125500000000000
ERAP2	0.000011000000000
EBNA1BP2	0.000000038000000
BLVRA	0.000001200000000
BLVRB	0.000370000000000
SNED1	0.000027000000000
COL17A1	0.000000032000000
NPTN	0.000000015000000
IGHV1-69D	0.001200000000000
WAS	0.000000600000000
RGCC	0.000000910000000
ABHD10	0.000000071000000
DDB1	0.000000440000000
ABHD11	0.000000031000000
ABCF2-H2BE1	0.000000051000000
IGHV3-20	0.002200000000000
OXLD1	0.000000012000000
IGHV3-21	0.037000000000000
IGHV3-23	0.042000000000000
DCHS1	0.000004000000000
INSR	0.000000190000000
BGLAP	0.000009100000000
CSK	0.000000150000000
EBI3	0.000000800000000
PAFAH1B1	0.000000860000000
PAFAH1B2	0.000000250000000
SURF4	0.000000065000000
PAFAH1B3	0.000000290000000
CNTN1	0.000450000000000
CNTN2	0.000000058000000
CNTN3	0.000130000000000
CNTN4	0.000170000000000
CNTN5	0.000000480000000
CNTN6	0.000004700000000
PIN1	0.000000120000000
IAH1	0.000000240000000
MUC16	0.000000025000000
SNRPA	0.000000035000000
GCSH	0.000000050000000
SNRPC	0.000000320000000
CYFIP1	0.000001100000000
SNRPE	0.000000034000000
SNRPF	0.000000047000000
SCARB2	0.000000009200000
SPARC	0.000069150000000
KIAA0513	0.000000067000000
SERPINH1	0.000000920000000
CUL4A	0.000000044000000
CUL4B	0.000000018000000
IMPA1	0.000000310000000
GNA13	0.000000320000000
ADAM9	0.000000740000000
IGKV1D-12	0.012000000000000
IGKV1D-13	0.000370000000000
VLDLR	0.000000330000000
IGKV1D-16	0.009000000000000
IGKV1D-17	0.001000000000000
PDIA3	0.000200000000000
PDIA4	0.000015000000000
PDIA5	0.000004700000000
PDIA6	0.000015000000000
IGHV3-30	0.008500000000000
LANCL1	0.000000022000000
IGHV3-33	0.007500000000000
LANCL2	0.000000013000000
IGHV3-35	0.019000000000000
CTH	0.000000220000000
LUC7L2	0.000000028000000
WDR44	0.000001800000000
LUC7L3	0.000000015000000
M6PR	0.000000100000000
HSPD1	0.000018000000000
IGHV3-38	0.002900000000000
AMBP	0.047000000000000
TGOLN2	0.000012000000000
HPCAL1	0.000000092000000
MUC20	0.000000170000000
DLST	0.000000070000000
RGN	0.000000280000000
CTBP1	0.000000016000000
HPD	0.000026000000000
CTBP2	0.000000010000000
SERPINI1	0.000000750000000
FGF19	0.000000130000000
PCSK2	0.000000018000000
ALDH5A1	0.000000050000000
EPHX1	0.000000160000000
CKAP4	0.000000560000000
TREH	0.000012000000000
EPHX2	0.000001100000000
CKAP5	0.000000360000000
PCSK5	0.000000290000000
HPN	0.000003300000000
PCSK6	0.000000480000000
PCSK7	0.000000008400000
CPAMD8	0.000002700000000
TBRG4	0.000000023000000
PCSK9	0.000280000000000
HPR	0.052000000000000
SLC3A2	0.000170000000000
PLBD1	0.000003400000000
PPP1R7	0.000000960000000
HPX	0.310000000000000
PLBD2	0.000000820000000
ADAMTS13	0.000710000000000
PGLYRP1	0.000035000000000
PGLYRP2	0.087000000000000
PCDHAC2	0.000001100000000
ASGR1	0.000000010000000
CNOT3	0.000000039000000
ASGR2	0.000014000000000
BUB3	0.000000039000000
FUBP1	0.000000300000000
CDV3	0.000001100000000
CNMD	0.000000009500000
FUBP3	0.000000063000000
RPS27A	0.000230000000000
ADH1A	0.000038000000000
GLUD1	0.000023000000000
ADH1B	0.000039000000000
MLN	0.000000325000000
EGFR	0.000046350000000
ADH1C	0.000031000000000
SARS1	0.000000330000000
NCK1	0.000000017000000
PSG1	0.000075000000000
IGHV3-43	0.004000000000000
NCK2	0.000000087000000
PSG2	0.000041000000000
PSG3	0.000067000000000
PSG4	0.000058000000000
SELE	0.000094050000000
PSG5	0.000022000000000
TBXAS1	0.000000890000000
KREMEN1	0.000001100000000
PSG6	0.000065000000000
IGHV3-48	0.049000000000000
HSPE1	0.000002500000000
IGHV3-49	0.001600000000000
PSG8	0.000055000000000
HNRNPA2B1	0.000011000000000
PSG9	0.000043000000000
NDUFV1	0.000000037000000
NDUFV2	0.000000007600000
SELL	0.004700000000000
